pos	mean_rec	L95	U95	contig
764945	0.54416	0.50601	0.61796	Chromosome
764947	0.54416	0.50601	0.61796	Chromosome
764994	0.54416	0.50601	0.61796	Chromosome
764997	0.54416	0.50601	0.61796	Chromosome
765180	0.54416	0.50601	0.61796	Chromosome
765220	0.54416	0.50601	0.61796	Chromosome
765273	0.54416	0.50601	0.61796	Chromosome
765347	0.54416	0.50601	0.61796	Chromosome
765522	0.54416	0.50601	0.61796	Chromosome
765542	0.54416	0.50601	0.61796	Chromosome
765645	0.54416	0.50601	0.61796	Chromosome
765648	0.54416	0.50601	0.61796	Chromosome
765654	0.54416	0.50601	0.61796	Chromosome
765813	0.54416	0.50601	0.61796	Chromosome
765900	0.54416	0.50601	0.61796	Chromosome
765984	0.54416	0.50601	0.61796	Chromosome
766041	0.54416	0.50601	0.61796	Chromosome
766733	0.54416	0.50601	0.61796	Chromosome
766826	0.54416	0.50601	0.61796	Chromosome
767112	0.54416	0.50601	0.61796	Chromosome
767135	0.54416	0.50601	0.61796	Chromosome
767389	0.54416	0.50601	0.61796	Chromosome
767394	0.54416	0.50601	0.61796	Chromosome
767397	0.54416	0.50601	0.61796	Chromosome
767417	0.54416	0.50601	0.61796	Chromosome
767436	0.54416	0.50601	0.61796	Chromosome
767460	0.54411	0.50601	0.61793	Chromosome
767670	0.54411	0.50601	0.61793	Chromosome
767759	0.54411	0.50601	0.61793	Chromosome
767794	0.54411	0.50601	0.61793	Chromosome
767802	0.54411	0.50601	0.61793	Chromosome
767818	0.54404	0.50594	0.61793	Chromosome
767956	0.54404	0.50594	0.61793	Chromosome
768044	0.54404	0.50594	0.61793	Chromosome
768238	0.54109	0.50465	0.61698	Chromosome
768336	0.00317	0.00010	0.00755	Chromosome
768376	0.00199	0.00010	0.00742	Chromosome
768385	0.00199	0.00010	0.00742	Chromosome
768390	0.00199	0.00010	0.00742	Chromosome
768412	0.00199	0.00010	0.00742	Chromosome
768427	0.00199	0.00010	0.00742	Chromosome
768436	0.00199	0.00010	0.00742	Chromosome
768493	0.00199	0.00010	0.00742	Chromosome
768494	0.00199	0.00010	0.00742	Chromosome
768513	0.00199	0.00010	0.00742	Chromosome
768520	0.00199	0.00010	0.00742	Chromosome
768541	0.00199	0.00010	0.00742	Chromosome
768561	0.00199	0.00010	0.00742	Chromosome
768571	0.00199	0.00010	0.00742	Chromosome
768572	0.00199	0.00010	0.00742	Chromosome
768607	0.00199	0.00010	0.00742	Chromosome
768613	0.00199	0.00010	0.00742	Chromosome
768685	0.00199	0.00010	0.00742	Chromosome
768748	0.00199	0.00010	0.00742	Chromosome
768768	0.00199	0.00010	0.00742	Chromosome
768777	0.00201	0.00010	0.00744	Chromosome
768778	0.00201	0.00010	0.00744	Chromosome
768796	0.13475	0.00013	0.81173	Chromosome
768838	0.87720	0.70448	2.04117	Chromosome
768931	0.85539	0.70443	1.62781	Chromosome
769084	0.82900	0.70245	1.03686	Chromosome
769144	0.81951	0.70208	1.02672	Chromosome
769348	0.81276	0.70086	0.99936	Chromosome
769380	0.81167	0.70086	0.99275	Chromosome
769597	0.81121	0.70086	0.99260	Chromosome
769627	0.80995	0.69964	0.98663	Chromosome
769881	0.80913	0.69932	0.98570	Chromosome
770003	0.80864	0.69932	0.97919	Chromosome
770120	0.80828	0.69932	0.97691	Chromosome
770174	0.80811	0.69932	0.97559	Chromosome
770225	0.80811	0.69932	0.97559	Chromosome
770385	0.80756	0.69814	0.97215	Chromosome
770396	0.80756	0.69814	0.97215	Chromosome
770881	0.80756	0.69814	0.97215	Chromosome
770902	0.80729	0.69814	0.97040	Chromosome
771071	0.80708	0.69814	0.96804	Chromosome
771483	0.80708	0.69814	0.96804	Chromosome
771716	0.80699	0.69814	0.96804	Chromosome
771730	0.80699	0.69814	0.96804	Chromosome
771776	0.80699	0.69814	0.96804	Chromosome
771933	0.80689	0.69814	0.96804	Chromosome
772005	0.80675	0.69814	0.96804	Chromosome
772068	0.80611	0.69803	0.96679	Chromosome
772092	0.80595	0.69714	0.96535	Chromosome
772104	0.80569	0.69714	0.96380	Chromosome
772111	0.80558	0.69652	0.96380	Chromosome
772239	0.80558	0.69652	0.96380	Chromosome
772314	0.80558	0.69652	0.96380	Chromosome
772329	0.80558	0.69652	0.96380	Chromosome
772344	0.80558	0.69652	0.96380	Chromosome
772478	0.80558	0.69652	0.96380	Chromosome
772534	0.80558	0.69652	0.96380	Chromosome
772544	0.80558	0.69652	0.96380	Chromosome
772569	0.80558	0.69652	0.96380	Chromosome
772659	0.80558	0.69652	0.96380	Chromosome
772733	0.80558	0.69652	0.96380	Chromosome
772854	0.80540	0.69644	0.95812	Chromosome
772866	0.80527	0.69644	0.95626	Chromosome
772877	0.80527	0.69644	0.95626	Chromosome
772919	0.80527	0.69644	0.95626	Chromosome
772931	0.80527	0.69644	0.95626	Chromosome
773028	0.80527	0.69644	0.95626	Chromosome
773037	0.80527	0.69644	0.95626	Chromosome
773124	0.80527	0.69644	0.95626	Chromosome
773160	0.80513	0.69644	0.95274	Chromosome
773304	0.80451	0.69574	0.94908	Chromosome
773367	0.80220	0.69037	0.93205	Chromosome
773403	0.80034	0.68706	0.92392	Chromosome
773427	0.79926	0.68406	0.92088	Chromosome
773547	0.79869	0.68284	0.91813	Chromosome
773548	0.79852	0.68264	0.91767	Chromosome
773565	0.79852	0.68264	0.91767	Chromosome
773724	0.79852	0.68264	0.91767	Chromosome
773922	0.79852	0.68264	0.91767	Chromosome
774144	0.79831	0.68241	0.91572	Chromosome
774204	0.79831	0.68241	0.91572	Chromosome
774217	0.79831	0.68241	0.91572	Chromosome
774252	0.79830	0.68241	0.91572	Chromosome
774330	0.79830	0.68241	0.91572	Chromosome
774471	0.79810	0.68194	0.91509	Chromosome
774941	0.79810	0.68194	0.91509	Chromosome
774997	0.79810	0.68194	0.91509	Chromosome
775069	0.79810	0.68194	0.91509	Chromosome
775078	0.79810	0.68194	0.91509	Chromosome
775147	0.79810	0.68194	0.91509	Chromosome
775804	0.79810	0.68194	0.91509	Chromosome
775828	0.79810	0.68194	0.91509	Chromosome
775837	0.79798	0.68151	0.91509	Chromosome
775839	0.79784	0.68149	0.91509	Chromosome
775854	0.79784	0.68149	0.91509	Chromosome
775867	0.79784	0.68149	0.91509	Chromosome
775909	0.79770	0.68147	0.91509	Chromosome
775978	0.79770	0.68147	0.91509	Chromosome
775991	0.79770	0.68147	0.91509	Chromosome
776088	0.79766	0.68147	0.91509	Chromosome
776149	0.79716	0.67956	0.91492	Chromosome
776301	0.78962	0.65050	0.90978	Chromosome
776356	0.78260	0.46111	0.90301	Chromosome
776431	0.77780	0.36767	0.90026	Chromosome
776518	0.77403	0.36278	0.89855	Chromosome
776533	0.77204	0.36089	0.89840	Chromosome
776722	0.76946	0.35787	0.89820	Chromosome
776916	0.76853	0.35726	0.89812	Chromosome
776998	0.76768	0.35550	0.89812	Chromosome
777034	0.76624	0.35319	0.89812	Chromosome
777102	0.76512	0.34995	0.89812	Chromosome
777129	0.76401	0.34912	0.89812	Chromosome
777169	0.76372	0.34835	0.89812	Chromosome
777241	0.76296	0.34654	0.89812	Chromosome
777260	0.76296	0.34654	0.89812	Chromosome
777277	0.76296	0.34654	0.89812	Chromosome
777286	0.76296	0.34654	0.89812	Chromosome
777312	0.76296	0.34654	0.89812	Chromosome
777543	0.76281	0.34654	0.89812	Chromosome
777806	0.76281	0.34654	0.89812	Chromosome
777818	0.76281	0.34654	0.89812	Chromosome
777878	0.76281	0.34654	0.89812	Chromosome
777951	0.76281	0.34654	0.89812	Chromosome
778047	0.76281	0.34654	0.89812	Chromosome
778690	0.76032	0.34403	0.89812	Chromosome
778947	0.75108	0.33610	0.89765	Chromosome
779188	0.73412	0.32603	0.89513	Chromosome
779523	0.62856	0.30636	0.88538	Chromosome
779551	0.52655	0.29763	0.86675	Chromosome
779648	0.43847	0.29516	0.84834	Chromosome
779660	0.37453	0.29335	0.81154	Chromosome
779683	0.34858	0.29192	0.75857	Chromosome
780069	0.33949	0.29135	0.68790	Chromosome
780268	0.33528	0.29135	0.38077	Chromosome
780462	0.33339	0.29135	0.37256	Chromosome
780476	0.33112	0.29135	0.36820	Chromosome
780500	0.32947	0.29135	0.36723	Chromosome
780603	0.32784	0.29135	0.36627	Chromosome
780707	0.32746	0.29135	0.36605	Chromosome
780717	0.32730	0.29135	0.36569	Chromosome
780724	0.32730	0.29135	0.36569	Chromosome
780783	0.32730	0.29135	0.36569	Chromosome
780984	0.32730	0.29135	0.36569	Chromosome
780993	0.32730	0.29135	0.36569	Chromosome
780998	0.32730	0.29135	0.36569	Chromosome
781040	0.32730	0.29135	0.36569	Chromosome
781121	0.32730	0.29135	0.36569	Chromosome
781190	0.32730	0.29135	0.36569	Chromosome
781196	0.32730	0.29135	0.36569	Chromosome
781266	0.32730	0.29135	0.36569	Chromosome
781268	0.32730	0.29135	0.36569	Chromosome
781295	0.32730	0.29135	0.36569	Chromosome
781436	0.32730	0.29135	0.36569	Chromosome
781459	0.32730	0.29135	0.36569	Chromosome
781494	0.32730	0.29135	0.36569	Chromosome
781500	0.32730	0.29135	0.36569	Chromosome
781507	0.32730	0.29135	0.36569	Chromosome
781511	0.32730	0.29135	0.36569	Chromosome
781525	0.32730	0.29135	0.36569	Chromosome
781528	0.32730	0.29135	0.36569	Chromosome
781547	0.32730	0.29135	0.36569	Chromosome
781548	0.32730	0.29135	0.36569	Chromosome
781560	0.32730	0.29135	0.36569	Chromosome
781597	0.32730	0.29135	0.36569	Chromosome
781660	0.32730	0.29135	0.36569	Chromosome
781681	0.32730	0.29135	0.36569	Chromosome
781746	0.32730	0.29135	0.36569	Chromosome
781754	0.32730	0.29135	0.36569	Chromosome
781876	0.32730	0.29135	0.36569	Chromosome
781947	0.32730	0.29135	0.36569	Chromosome
782028	0.32730	0.29135	0.36569	Chromosome
782059	0.32730	0.29135	0.36569	Chromosome
782190	0.32730	0.29135	0.36569	Chromosome
782257	0.32730	0.29135	0.36569	Chromosome
782484	0.32730	0.29135	0.36569	Chromosome
782485	0.32730	0.29135	0.36569	Chromosome
782494	0.32730	0.29135	0.36569	Chromosome
782525	0.32730	0.29135	0.36569	Chromosome
782527	0.32730	0.29135	0.36569	Chromosome
782563	0.32730	0.29135	0.36569	Chromosome
782566	0.32730	0.29135	0.36569	Chromosome
782570	0.32730	0.29135	0.36569	Chromosome
782593	0.32730	0.29135	0.36569	Chromosome
782743	0.32730	0.29135	0.36569	Chromosome
783033	0.32730	0.29135	0.36569	Chromosome
783036	0.32730	0.29135	0.36569	Chromosome
783072	0.32730	0.29135	0.36569	Chromosome
783125	0.32730	0.29135	0.36569	Chromosome
783674	0.32748	0.29135	0.36605	Chromosome
783704	0.32748	0.29135	0.36605	Chromosome
783728	0.32939	0.29183	0.36742	Chromosome
783743	0.35225	0.29220	0.73401	Chromosome
783770	0.42155	0.29504	0.81056	Chromosome
783797	0.51398	0.29877	0.83981	Chromosome
783809	0.63884	0.30720	0.88435	Chromosome
783911	0.73554	0.32424	0.93348	Chromosome
784133	0.76570	0.61749	0.95002	Chromosome
784228	0.77324	0.63118	0.95946	Chromosome
784340	0.77382	0.63589	0.95946	Chromosome
784419	0.77382	0.63589	0.95946	Chromosome
784601	0.77382	0.63589	0.95946	Chromosome
784664	0.77036	0.62875	0.95635	Chromosome
784667	0.76923	0.62714	0.94536	Chromosome
784748	0.76662	0.62091	0.93938	Chromosome
784820	0.76546	0.61928	0.93596	Chromosome
784884	0.76457	0.61749	0.93414	Chromosome
784995	0.76361	0.61242	0.93287	Chromosome
785188	0.76361	0.61242	0.93287	Chromosome
785362	0.76347	0.61242	0.93221	Chromosome
785380	0.76347	0.61242	0.93221	Chromosome
785425	0.76347	0.61242	0.93221	Chromosome
785437	0.76347	0.61242	0.93221	Chromosome
785442	0.76320	0.61148	0.93107	Chromosome
785455	0.76320	0.61148	0.93107	Chromosome
785480	0.76320	0.61148	0.93107	Chromosome
785592	0.76320	0.61148	0.93107	Chromosome
785616	0.76320	0.61148	0.93107	Chromosome
785620	0.76320	0.61148	0.93107	Chromosome
785621	0.76320	0.61148	0.93107	Chromosome
785624	0.76042	0.60633	0.93107	Chromosome
785843	0.65164	0.00030	0.89694	Chromosome
785995	0.19560	0.00006	0.82338	Chromosome
786021	0.00166	0.00005	0.00617	Chromosome
786088	0.00166	0.00005	0.00617	Chromosome
786104	0.00166	0.00005	0.00617	Chromosome
786148	0.00166	0.00005	0.00617	Chromosome
786150	0.00166	0.00005	0.00617	Chromosome
786160	0.00166	0.00005	0.00617	Chromosome
786193	0.00166	0.00005	0.00617	Chromosome
786196	0.00166	0.00005	0.00617	Chromosome
786204	0.00166	0.00005	0.00617	Chromosome
786224	0.00166	0.00005	0.00617	Chromosome
786237	0.00166	0.00005	0.00617	Chromosome
786244	0.00166	0.00005	0.00617	Chromosome
786260	0.00166	0.00005	0.00617	Chromosome
786274	0.00166	0.00005	0.00617	Chromosome
786279	0.00166	0.00005	0.00617	Chromosome
786326	0.00166	0.00005	0.00617	Chromosome
786335	0.00166	0.00005	0.00617	Chromosome
786337	0.00166	0.00005	0.00617	Chromosome
786343	0.00166	0.00005	0.00617	Chromosome
786351	0.00166	0.00005	0.00617	Chromosome
786427	0.11491	0.00006	0.79103	Chromosome
786559	0.26833	0.00006	0.82594	Chromosome
786596	0.41214	0.00007	0.84864	Chromosome
787342	0.57923	0.00011	0.86860	Chromosome
787347	0.72104	0.00112	0.88135	Chromosome
787477	0.75660	0.64502	0.88750	Chromosome
787729	0.75833	0.64659	0.88750	Chromosome
787741	0.75880	0.64798	0.88750	Chromosome
787793	0.75880	0.64798	0.88750	Chromosome
787879	0.75880	0.64798	0.88750	Chromosome
787885	0.75882	0.64798	0.88750	Chromosome
788012	0.75882	0.64798	0.88750	Chromosome
788304	0.75882	0.64798	0.88750	Chromosome
788331	0.75882	0.64798	0.88750	Chromosome
788417	0.75882	0.64798	0.88750	Chromosome
788528	0.75882	0.64798	0.88750	Chromosome
788554	0.75882	0.64798	0.88750	Chromosome
788599	0.75882	0.64798	0.88750	Chromosome
788681	0.75882	0.64798	0.88750	Chromosome
788768	0.75882	0.64798	0.88750	Chromosome
789377	0.75882	0.64798	0.88750	Chromosome
789452	0.75882	0.64798	0.88750	Chromosome
789549	0.75882	0.64798	0.88750	Chromosome
789648	0.75882	0.64798	0.88750	Chromosome
789656	0.75882	0.64798	0.88750	Chromosome
789669	0.75882	0.64798	0.88750	Chromosome
789677	0.75882	0.64798	0.88750	Chromosome
789687	0.75882	0.64798	0.88750	Chromosome
789710	0.75882	0.64798	0.88750	Chromosome
789731	0.75882	0.64798	0.88750	Chromosome
789747	0.75882	0.64798	0.88750	Chromosome
789775	0.75882	0.64798	0.88750	Chromosome
789794	0.75882	0.64798	0.88750	Chromosome
789806	0.75882	0.64798	0.88750	Chromosome
789860	0.75882	0.64798	0.88750	Chromosome
789985	0.75882	0.64798	0.88750	Chromosome
790064	0.75882	0.64798	0.88750	Chromosome
790151	0.75882	0.64798	0.88750	Chromosome
790301	0.75882	0.64798	0.88750	Chromosome
790397	0.75882	0.64798	0.88750	Chromosome
790417	0.75882	0.64798	0.88750	Chromosome
790427	0.75882	0.64798	0.88750	Chromosome
790452	0.75882	0.64798	0.88750	Chromosome
790490	0.75882	0.64798	0.88750	Chromosome
790619	0.75882	0.64798	0.88750	Chromosome
791025	0.75882	0.64798	0.88750	Chromosome
791038	0.75882	0.64798	0.88750	Chromosome
791040	0.75856	0.64659	0.88742	Chromosome
791041	0.75856	0.64659	0.88742	Chromosome
791148	0.75856	0.64659	0.88742	Chromosome
791155	0.75856	0.64659	0.88742	Chromosome
791208	0.75834	0.64597	0.88678	Chromosome
791725	0.75810	0.64523	0.88407	Chromosome
791920	0.75810	0.64523	0.88407	Chromosome
792010	0.75810	0.64523	0.88407	Chromosome
792606	0.75810	0.64523	0.88407	Chromosome
792670	0.75810	0.64523	0.88407	Chromosome
792701	0.75810	0.64523	0.88407	Chromosome
792827	0.75810	0.64523	0.88407	Chromosome
792831	0.75810	0.64523	0.88407	Chromosome
793550	0.75810	0.64523	0.88407	Chromosome
793592	0.75810	0.64523	0.88407	Chromosome
793631	0.75810	0.64523	0.88407	Chromosome
793645	0.75810	0.64523	0.88407	Chromosome
793848	0.75810	0.64523	0.88407	Chromosome
793901	0.75810	0.64523	0.88407	Chromosome
793956	0.75810	0.64523	0.88407	Chromosome
794062	0.75810	0.64523	0.88407	Chromosome
794070	0.75810	0.64523	0.88407	Chromosome
794169	0.75810	0.64523	0.88407	Chromosome
794175	0.75795	0.64513	0.88407	Chromosome
794212	0.75795	0.64513	0.88407	Chromosome
794220	0.75611	0.64355	0.88291	Chromosome
794238	0.75529	0.64342	0.88289	Chromosome
794241	0.75497	0.64301	0.88289	Chromosome
794245	0.75199	0.63654	0.88174	Chromosome
794316	0.70490	0.12884	0.88135	Chromosome
794355	0.18400	0.09026	0.77250	Chromosome
794363	0.12125	0.08982	0.15418	Chromosome
794364	0.11630	0.08982	0.15221	Chromosome
794393	0.11570	0.08982	0.15196	Chromosome
794400	0.11570	0.08982	0.15196	Chromosome
794415	0.11570	0.08982	0.15196	Chromosome
794447	0.11570	0.08982	0.15196	Chromosome
794463	0.11570	0.08982	0.15196	Chromosome
794493	0.11570	0.08982	0.15196	Chromosome
794505	0.11570	0.08982	0.15196	Chromosome
794506	0.11570	0.08982	0.15196	Chromosome
794516	0.11570	0.08982	0.15196	Chromosome
794520	0.11570	0.08982	0.15196	Chromosome
794523	0.11570	0.08982	0.15196	Chromosome
794550	0.11570	0.08982	0.15196	Chromosome
794561	0.11570	0.08982	0.15196	Chromosome
794592	0.11570	0.08982	0.15196	Chromosome
794604	0.11570	0.08982	0.15196	Chromosome
794625	0.11570	0.08982	0.15196	Chromosome
794628	0.11570	0.08982	0.15196	Chromosome
794636	0.11570	0.08982	0.15196	Chromosome
794650	0.11570	0.08982	0.15196	Chromosome
794736	0.11570	0.08982	0.15196	Chromosome
794748	0.11570	0.08982	0.15196	Chromosome
794961	0.11570	0.08982	0.15196	Chromosome
794968	0.11570	0.08982	0.15196	Chromosome
795019	0.11644	0.08982	0.15252	Chromosome
795124	0.11945	0.08986	0.15792	Chromosome
795136	0.12570	0.09016	0.35172	Chromosome
795196	0.13355	0.09083	0.37172	Chromosome
795281	0.14225	0.09156	0.39493	Chromosome
795449	0.14994	0.09261	0.40790	Chromosome
795570	0.15483	0.09285	0.41372	Chromosome
795823	0.16574	0.09366	0.42521	Chromosome
795861	0.18396	0.09430	0.45060	Chromosome
795895	0.20353	0.09486	0.46702	Chromosome
795927	0.22637	0.09517	0.48317	Chromosome
796066	0.25927	0.09616	0.49885	Chromosome
796090	0.32372	0.10030	0.52228	Chromosome
796111	0.38524	0.11110	0.54019	Chromosome
796116	0.41468	0.15022	0.54621	Chromosome
796117	0.41799	0.28776	0.54742	Chromosome
796135	0.41994	0.29518	0.54742	Chromosome
796474	0.42067	0.29905	0.54846	Chromosome
796511	0.42197	0.30175	0.54954	Chromosome
796646	0.42473	0.30561	0.55078	Chromosome
796690	0.42523	0.30678	0.55126	Chromosome
796811	0.42523	0.30678	0.55126	Chromosome
796880	0.42523	0.30678	0.55126	Chromosome
797814	0.42523	0.30678	0.55126	Chromosome
797917	0.42523	0.30678	0.55126	Chromosome
798134	0.42523	0.30678	0.55126	Chromosome
798297	0.42523	0.30678	0.55126	Chromosome
798537	0.42523	0.30678	0.55126	Chromosome
798864	0.42523	0.30678	0.55126	Chromosome
798915	0.42523	0.30678	0.55126	Chromosome
799068	0.42523	0.30678	0.55126	Chromosome
799220	0.42523	0.30678	0.55126	Chromosome
799229	0.42523	0.30678	0.55126	Chromosome
799256	0.42523	0.30678	0.55126	Chromosome
799388	0.42538	0.30678	0.55208	Chromosome
799438	0.42538	0.30678	0.55208	Chromosome
799586	0.42538	0.30678	0.55208	Chromosome
799602	0.42538	0.30678	0.55208	Chromosome
799810	0.42538	0.30678	0.55208	Chromosome
799856	0.42538	0.30678	0.55208	Chromosome
799874	0.42538	0.30678	0.55208	Chromosome
799945	0.42495	0.30517	0.55126	Chromosome
800036	0.42371	0.30361	0.55126	Chromosome
800180	0.41740	0.20123	0.54846	Chromosome
800283	0.40529	0.16303	0.54561	Chromosome
800320	0.39212	0.15567	0.54295	Chromosome
800333	0.37867	0.15071	0.54036	Chromosome
800383	0.33793	0.14289	0.52325	Chromosome
800532	0.29535	0.13600	0.50995	Chromosome
800544	0.26243	0.13406	0.49192	Chromosome
800577	0.23940	0.13279	0.46851	Chromosome
800757	0.22548	0.13193	0.45227	Chromosome
800820	0.21472	0.13141	0.44164	Chromosome
800826	0.20572	0.13048	0.43121	Chromosome
800832	0.19820	0.12916	0.42059	Chromosome
800937	0.19379	0.12896	0.41815	Chromosome
801088	0.18825	0.12896	0.40790	Chromosome
801302	0.18041	0.12796	0.39116	Chromosome
801331	0.17215	0.12626	0.36187	Chromosome
801435	0.16679	0.12515	0.33784	Chromosome
801500	0.16338	0.12493	0.31328	Chromosome
801541	0.16074	0.12450	0.22005	Chromosome
801637	0.15818	0.12403	0.20123	Chromosome
801983	0.15740	0.12312	0.20052	Chromosome
802175	0.15714	0.12312	0.19995	Chromosome
802195	0.15701	0.12312	0.19987	Chromosome
802250	0.15693	0.12312	0.19948	Chromosome
802343	0.15693	0.12312	0.19948	Chromosome
802369	0.15693	0.12312	0.19948	Chromosome
802599	0.15693	0.12312	0.19948	Chromosome
802667	0.15671	0.12296	0.19881	Chromosome
802822	0.15656	0.12292	0.19865	Chromosome
802838	0.15656	0.12292	0.19865	Chromosome
802955	0.15656	0.12292	0.19865	Chromosome
802970	0.15656	0.12292	0.19865	Chromosome
802973	0.15656	0.12292	0.19865	Chromosome
803081	0.15656	0.12292	0.19865	Chromosome
803150	0.15695	0.12312	0.19948	Chromosome
803437	0.15772	0.12403	0.20073	Chromosome
803536	0.15941	0.12450	0.20450	Chromosome
803656	0.16947	0.12580	0.35515	Chromosome
803695	0.18619	0.12645	0.38518	Chromosome
803760	0.20816	0.12982	0.39640	Chromosome
803763	0.22908	0.13118	0.40511	Chromosome
803853	0.25997	0.13217	0.41532	Chromosome
803946	0.29827	0.13484	0.44855	Chromosome
804186	0.34723	0.13840	0.67066	Chromosome
804384	0.38249	0.14154	0.78008	Chromosome
804419	0.61374	0.31928	2.44839	Chromosome
804483	0.63738	0.33013	2.53210	Chromosome
804615	0.49473	0.32542	1.60230	Chromosome
804636	0.41877	0.32136	0.80501	Chromosome
804669	0.40630	0.31967	0.73675	Chromosome
804709	0.40269	0.31939	0.72444	Chromosome
804861	0.39987	0.31928	0.72161	Chromosome
804969	0.39895	0.31741	0.72161	Chromosome
805005	0.39883	0.31741	0.72161	Chromosome
805257	0.39356	0.31366	0.69303	Chromosome
805268	0.37334	0.28916	0.56795	Chromosome
805337	0.36507	0.27134	0.45542	Chromosome
805359	0.36135	0.25750	0.43277	Chromosome
805366	0.36036	0.25746	0.43019	Chromosome
805605	0.35977	0.25746	0.42765	Chromosome
805659	0.35951	0.25746	0.42717	Chromosome
805820	0.35951	0.25746	0.42717	Chromosome
805847	0.35935	0.25746	0.42700	Chromosome
806108	0.35925	0.25746	0.42698	Chromosome
806182	0.35925	0.25746	0.42698	Chromosome
806219	0.35857	0.25617	0.42392	Chromosome
806240	0.35830	0.25604	0.42327	Chromosome
806258	0.35830	0.25604	0.42327	Chromosome
806486	0.35830	0.25604	0.42327	Chromosome
806755	0.35830	0.25604	0.42327	Chromosome
806894	0.35804	0.25602	0.42293	Chromosome
807071	0.35804	0.25602	0.42293	Chromosome
807324	0.35804	0.25602	0.42293	Chromosome
807395	0.35804	0.25602	0.42293	Chromosome
807397	0.35804	0.25602	0.42293	Chromosome
807649	0.35804	0.25602	0.42293	Chromosome
807774	0.35804	0.25602	0.42293	Chromosome
807778	0.35804	0.25602	0.42293	Chromosome
807969	0.35804	0.25602	0.42293	Chromosome
807973	0.35804	0.25602	0.42293	Chromosome
808135	0.35804	0.25602	0.42293	Chromosome
808136	0.35804	0.25602	0.42293	Chromosome
808213	0.35804	0.25602	0.42293	Chromosome
808339	0.35804	0.25602	0.42293	Chromosome
808498	0.35804	0.25602	0.42293	Chromosome
808745	0.35804	0.25602	0.42293	Chromosome
808778	0.35804	0.25602	0.42293	Chromosome
808940	0.35804	0.25602	0.42293	Chromosome
808944	0.35804	0.25602	0.42293	Chromosome
808980	0.35815	0.25604	0.42293	Chromosome
809038	0.35815	0.25604	0.42293	Chromosome
809060	0.35815	0.25604	0.42293	Chromosome
809118	0.35815	0.25604	0.42293	Chromosome
809250	0.35815	0.25604	0.42293	Chromosome
809640	0.35815	0.25604	0.42293	Chromosome
809818	0.35815	0.25604	0.42293	Chromosome
809965	0.35815	0.25604	0.42293	Chromosome
809989	0.35815	0.25604	0.42293	Chromosome
810103	0.35815	0.25604	0.42293	Chromosome
810168	0.35815	0.25604	0.42293	Chromosome
810543	0.35815	0.25604	0.42293	Chromosome
810692	0.35815	0.25604	0.42293	Chromosome
810731	0.35815	0.25604	0.42293	Chromosome
810965	0.35815	0.25604	0.42293	Chromosome
811199	0.35815	0.25604	0.42293	Chromosome
811337	0.35815	0.25604	0.42293	Chromosome
811352	0.35815	0.25604	0.42293	Chromosome
811406	0.35815	0.25604	0.42293	Chromosome
811569	0.35815	0.25604	0.42293	Chromosome
811716	0.35815	0.25604	0.42293	Chromosome
811780	0.35815	0.25604	0.42293	Chromosome
811909	0.35815	0.25604	0.42293	Chromosome
812005	0.35815	0.25604	0.42293	Chromosome
812047	0.35815	0.25604	0.42293	Chromosome
812090	0.35815	0.25604	0.42293	Chromosome
812207	0.35367	0.21863	0.42288	Chromosome
812230	0.32490	0.13142	0.41941	Chromosome
812231	0.28905	0.12347	0.41532	Chromosome
812235	0.26818	0.12095	0.41155	Chromosome
812307	0.24129	0.11688	0.40379	Chromosome
812363	0.21672	0.11412	0.39828	Chromosome
812406	0.19780	0.11272	0.39072	Chromosome
812422	0.18287	0.11101	0.38323	Chromosome
812472	0.17256	0.10974	0.37385	Chromosome
812577	0.16239	0.10855	0.35877	Chromosome
812631	0.15247	0.10785	0.27134	Chromosome
812667	0.14872	0.10747	0.25291	Chromosome
812709	0.14771	0.10738	0.24765	Chromosome
812718	0.14728	0.10738	0.23407	Chromosome
812787	0.14717	0.10738	0.23184	Chromosome
812943	0.14717	0.10738	0.23184	Chromosome
813047	0.14717	0.10738	0.23184	Chromosome
813183	0.14717	0.10738	0.23184	Chromosome
813189	0.14717	0.10738	0.23184	Chromosome
813225	0.14717	0.10738	0.23184	Chromosome
813311	0.14717	0.10738	0.23184	Chromosome
813343	0.14717	0.10738	0.23184	Chromosome
813699	0.14717	0.10738	0.23184	Chromosome
813892	0.14717	0.10738	0.23184	Chromosome
813911	0.14717	0.10738	0.23184	Chromosome
814091	0.14717	0.10738	0.23184	Chromosome
814656	0.14717	0.10738	0.23184	Chromosome
814670	0.14717	0.10738	0.23184	Chromosome
814687	0.14717	0.10738	0.23184	Chromosome
814734	0.14723	0.10747	0.23184	Chromosome
815099	0.14723	0.10747	0.23184	Chromosome
815102	0.14723	0.10747	0.23184	Chromosome
815124	0.14723	0.10747	0.23184	Chromosome
815411	0.14723	0.10747	0.23184	Chromosome
815426	0.14723	0.10747	0.23184	Chromosome
815470	0.14723	0.10747	0.23184	Chromosome
815501	0.14723	0.10747	0.23184	Chromosome
815759	0.14723	0.10747	0.23184	Chromosome
815814	0.14723	0.10747	0.23184	Chromosome
816039	0.14738	0.10747	0.23407	Chromosome
816304	0.14816	0.10747	0.24959	Chromosome
816368	0.15192	0.10785	0.25746	Chromosome
816384	0.16105	0.10866	0.43378	Chromosome
816460	0.18836	0.11139	0.45205	Chromosome
